event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI6714,20-May-22,2022,1,Strategic developments,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Mopti,Mopti,Soye,Teketia,14.2669,-4.2023,1,Undisclosed Source,Local partner-Other,"Displacement: On 20 May 2022, all residents fled the village of Teketia (Mopti, Mopti) after presumed JNIM militants threatened to attack residents unless the left in the village.",0,,1653932200
MLI6701,20-May-22,2022,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali); JNIM: Group for Support of Islam and Muslims,7,27,Civilian targeting,466,Western Africa,Mali,Gao,Gao,N'tillit,Ntillit,15.5461,-0.4606,1,Undisclosed Source,Local partner-Other,"On 20 May 2022, IS Sahel militants killed two Fulani men associated with JNIM in Ntillit (Gao, Gao).",2,,1653932200
MLI6950,20-May-22,2022,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),MSA: Movement for Azawad Salvation,7,27,Civilian targeting,466,Western Africa,Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,2,Al Naba,International,"On 20 May 2022, IS Sahel claimed to have captured and killed a spy recruited by MSA on behalf of 'Crusader forces' in the Menaka Region, location coded as Menaka (Menaka, Menaka).",1,,1680570809
MLI6652,19-May-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mali),,3,Civilians (Italy),Civilians (Togo); Jehovah's Witness Christian Group (Italy); Jehovah's Witness Christian Group (Togo),7,37,Civilian targeting,466,Western Africa,Mali,Sikasso,Koutiala,Sincina,Sincina,12.3521,-5.4414,1,Reelle Afrique; Twitter; Radio Guintan; AMAP; Whatsapp; AFP; Facebook,New media-National,"On 19 May 2022, unidentified gunmen abducted four people including an Italian couple and their child and a Togolese national, all believed to be Jehovahs Witnesses, in the village of Sincina (Koutiala, Sikasso).",0,,1653327027
MLI6667,19-May-22,2022,1,Political violence,Violence against civilians,Attack,Dan Na Ambassagou,,4,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali),7,47,Civilian targeting,466,Western Africa,Mali,Mopti,Mopti,Sio,Nianangaly,14.4559,-4.014,1,Twitter; Whatsapp; Undisclosed Source,Local partner-Other,"On 19 May 2022, Dan Na Ambassagou militiamen killed a Fulani pastoralist man and seized his livestock in the village of Nianangaly (Mopti, Mopti).",1,,1653327027
MLI6712,19-May-22,2022,2,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of France (2017-),,8,Islamic State (Sahel),,2,28,,466,Western Africa,Mali,Gao,Ansongo,Tin Hama,In Chakamak,15.6731,1.4101,2,Armee Francaise,International,"Weapons seizure: Around 19 May 2022 (between 18 - 21 May), French troops of the Takuba Task Force seized and destroyed weapon, ammunition, and equipment likely belonging to IS Sahel militants in the areas of In Chakamak and I-n-Deliman (Ansongo, Gao).",0,,1653932199
MLI6707,19-May-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Douentza,Petaka,Petaka,15.02,-2.849,1,Undisclosed Source,Local partner-Other,"On 19 May 2022, presumed JNIM militants fired gunshots at the village of Petaka (Douentza, Mopti). There were no casualties.",0,,1653932200
MLI6659,19-May-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Police Forces of Mali (2021-) Gendarmerie,,1,12,,466,Western Africa,Mali,Segou,Baraoueli,Tamani,Tamani,13.3385,-6.8351,1,Twitter; Whatsapp; Koro Kibaru; Undisclosed Source,Local partner-Other,"On 19 May 2022, presumed JNIM militants attacked a gendarmerie position in the village of Tamani (Baraoueli, Segou). Two gendarmes were killed. JNIM claimed responsibility and said it seized a weapon and vehicles and burned vehicles.",2,,1680570779
MLI6666,19-May-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-),,8,28,,466,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,UN MINUSMA; Signal; Whatsapp; Undisclosed Source,Local partner-Other,"On 19 May 2022, JNIM militants fired gunshots at a MINUSMA vehicle on the airport road in the town of Timbuktu (Tombouctou, Tombouctou). The vehicle overturned. There were no casualties. JNIM claimed responsibility by audio.",0,,1680570779
MLI6711,19-May-22,2022,2,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of France (2017-),,8,Islamic State (Sahel),,2,28,,466,Western Africa,Mali,Gao,Ansongo,Talataye,In Delimane,15.8685,1.5275,2,Armee Francaise,International,"Weapons seizure: Around 19 May 2022 (between 18 - 21 May), French troops of the Takuba Task Force seized and destroyed weapon, ammunition, and equipment likely belonging to IS Sahel militants in the areas of I-n-Deliman and In Chakamak (Ansongo, Gao).",0,,1681248787
MLI6679,19-May-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,3,Civilians (Mali),Labor Group (Mali); UN: United Nations,7,37,,466,Western Africa,Mali,Sikasso,Sikasso,Sikasso,Sikasso,11.3164,-5.6777,1,Signal,New media,"Looting: On 19 May 2022, unidentified gunmen robbed a computer, mobile phones, and cash at the residence of a UN agency staff member in the town of Sikasso (Sikasso, Sikasso).",0,,1681764300
MLI6649,19-May-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Aid Workers (Mali); Health Workers (Mali); MSF: Doctors Without Borders,7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Koro,Bondo,Omo,14.1672,-2.9817,1,Koro Kibaru; Le Pays Dogon; Studio Tamani; Undisclosed Source,Local partner-Other,"On 19 May 2022, presumed JNIM militants abducted eight MSF employees in the village of Omo (Koro, Mopti). Six were subsequently released and two kept detained. The last two hostages were released on 30 May.",0,,1702343234
MLI6681,18-May-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,,466,Western Africa,Mali,Menaka,Menaka,Menaka,Tin Fadimata,16.1029,2.2196,2,Signal,New media,"Looting: On 18 May 2022, unidentified gunmen robbed cash, merchandise, and other personal effects from passengers aboard two civilian trucks near Tin Fadimata (Menaka, Menaka).",0,,1653327027
MLI6676,18-May-22,2022,2,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Segou,Niono,Niono,NDolla,14.1589,-5.9277,2,FAMAMali,National,"Weapons seizure: Around 18 May 2022 (week of), Malian soldiers destroyed a suspected JNIM militant base in the area of NDolla (Niono, Segou).",0,,1680570776
MLI6661,18-May-22,2022,2,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,Ansaroul Islam,JNIM: Group for Support of Islam and Muslims,2,12,,466,Western Africa,Mali,Mopti,Douentza,Mondoro,Foulsere,14.6097,-1.5256,2,FAMAMali,National,"Around 18 May 2022 (week of), Malian Armed Forces (FAMa) claimed to have killed 29 Ansaroul Islam (JNIM) militants including 17 combatants and 12 child soldiers, wounded 30 others, and seized weapons, ammunition, and vehicles, in a combined air-ground operation involving airstrikes in the forest of Foulsere (Douentza, Mopti).",29,,1680570776
MLI6677,18-May-22,2022,2,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Segou,Niono,Sokolo,Diadian,14.8132,-6.1332,2,FAMAMali,National,"Weapons seizure: Around 18 May 2022 (week of), Malian soldiers destroyed a suspected JNIM IED workshop in the forest of Diadian (Niono, Segou).",0,,1680570776
MLI6674,18-May-22,2022,2,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Mali (2021-),,1,Islamic State (Sahel),,2,12,,466,Western Africa,Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,2,FAMAMali,National,"Weapons seizure: Around 18 May 2022 (week of), Malian soldiers arrested a suspected IS Sahel militants and two other suspects and seized two light machine guns, magazines, belted ammunition, and cash in the area of Gao (Gao, Gao).",0,,1680570776
MLI6665,18-May-22,2022,2,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,2,FAMAMali,National,"Around 18 May 2022 (week of), Malian Armed Forces (FAMa) claimed to targeted a group of five suspected JNIM including two presumed commanders in the area of Boni (Douentza, Mopti). Casualties unknown.",0,,1680570783
MLI6664,18-May-22,2022,2,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Segou,Segou,Segou,Segou,13.4312,-6.2492,2,FAMAMali,National,"Around 18 May 2022, Malian soldiers killed twenty JNIM including combatants, IED planters, and watchmen, arrested five suspects, destroyed ten IEDs, and seized weapons, ammunition, and equipment in the region of Segou, location coded as Segou (Segou, Segou).",20,,1680570783
MLI6662,18-May-22,2022,2,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,Ansaroul Islam,JNIM: Group for Support of Islam and Muslims,2,12,,466,Western Africa,Mali,Mopti,Douentza,Mondoro,Douna,14.6486,-1.7364,2,FAMAMali,National,"Around 18 May 2022 (week of), Malian Armed Forces (FAMa) claimed to have killed 10 suspected Ansaroul Islam or JNIM and seized weapons near the village of Douna (Douentza, Mopti).",10,,1686096158
MLI6647,17-May-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali); Labor Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Mopti,Fatoma,Fatoma,14.614,-4.06,1,Undisclosed Source; Twitter; Signal,Local partner-Other,"On 17 May 2022, presumed JNIM militants abducted two cattle traders from the Fulani community at the cattle market in the town of Fatoma (Mopti, Mopti).",0,,1653327027
MLI6672,17-May-22,2022,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Dogon Ethnic Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Koro,Dougoutene I,Boulerou,13.839,-3.296,1,Le Pays Dogon,Subnational,"On 17 May 2022, overnight suspected JNIM militants killed a Dogon man and his horse, and seized his motorcycle in the village of Boulerou (Koro, Mopti).",1,,1653327027
MLI6673,17-May-22,2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),Dogon Ethnic Group (Mali); Labor Group (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Mopti,Koro,Kassa,Santaba,14.7343,-3.0766,1,Le Pays Dogon,Subnational,"On 17 May 2022, overnight unidentified gunmen attacked the Dogon village of Santaba (Koro, Mopti). One person was killed and three severely wounded including two women and a child, and shop was vandalized and burned.",1,,1653327027
MLI6654,17-May-22,2022,1,Political violence,Battles,Armed clash,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,Islamic State (Sahel),,2,23,,466,Western Africa,Mali,Gao,Ansongo,Bara,Andernamel,15.9526,0.6345,2,Undisclosed Source,Local partner-Other,"On 17 May 2022, GATIA militiamen killed two IS Sahel militants north of Andernamel (Ansongo, Gao).",2,,1653327027
MLI6713,17-May-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Mali),Government of Mali (2021-),7,27,,466,Western Africa,Mali,Menaka,Anderamboukane,Anderamboukane,Anderamboukane,15.422,3.0224,1,Undisclosed Source,Local partner-Other,"Looting: On 17 May 2022, presumed IS Sahel militants looted a radio station and looted and vandalized the mayor office and a primary school in the town of Anderamboukane (Anderamboukane, Menaka).",0,local administrators,1687837296
MLI6675,17-May-22,2022,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Koulikoro,Banamba,Toukoroba,Ouleny,13.7875,-7.1385,2,Studio Tamani,National,"Defusal: On 17 May 2022, soldiers discovered and destroyed an IED likely planted by JNIM militants between the villages of Ouleny and Kiban (Banamba, Koulikoro).",0,,1702343234
MLI6684,16-May-22,2022,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Wagner Group,Military Forces of Mali (2021-),8,JNIM: Group for Support of Islam and Muslims,,2,28,,466,Western Africa,Mali,Mopti,Djenne,Femaye,Waya,13.9619,-4.4319,2,Undisclosed Source; FAMAMali,Local partner-Other,"On 16 May 2022, one JNIM militant was killed and another wounded by the explosion of a booby-trap set up by Wagner and FAMa forces at their camp in the area of Waya (Djenne, Mopti).",1,,1653327027
MLI6680,16-May-22,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,,466,Western Africa,Mali,Mopti,Mopti,Sio,Somadougou,14.2846,-4.0647,2,Signal,New media,"Looting: On 16 May 2022, unidentified gunmen seized a vehicle and stripped passengers of their belongings near the town of Somadougou (Mopti, Mopti).",0,,1653327027
MLI6755,16-May-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mauritania),,7,27,Civilian targeting,466,Western Africa,Mali,Segou,Niono,Nampalari,Hal Hamassouka,15.4269,-5.5988,1,Cridem; Undisclosed Source; Essahra; Whatsapp; Sahara Media,Local partner-Other,"On 16 May 2022, JNIM militants abducted three Mauritanians in the village of Hal Hamassouka (Niono, Segou). One was released and two kept detained.",0,,1655149929
MLI6653,15-May-22,2022,1,Political violence,Battles,Armed clash,Dozo Communal Militia (Mali),,4,Military Forces of Mali (2021-),Wagner Group,1,14,,466,Western Africa,Mali,Mopti,Djenne,Djenne,Niala,13.9158,-4.5307,1,FAMAMali; Le Pays Dogon; Whatsapp; Twitter; Radio Guintan,New media-Subnational,"On 15 May 2022, Donso militiamen fired gunshots against a joint convoy of Malian and Wagner forces in Niala (Djenne, Mopti). The joint force responded to the gunfire and killed four Donso militiamen and wounded two others.",4,,1653327027
MLI6658,15-May-22,2022,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,,466,Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,1,Radio Guintan; FAMAMali; Whatsapp,New media-National,"On 15 May 2022, suspected JNIM militants fired gunshots at a Malian army position in the town of Gossi (Gourma-Rharous, Tombouctou). Soldiers returned gunfire. There were no casualties.",0,,1653327027
MLI6650,15-May-22,2022,1,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Pastoralists (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Bankass,Segue,Dioboro,13.8216,-3.8682,1,Le Pays Dogon,Subnational,"On 15 May 2022, presumed JNIM militants abducted four people including two pastoralists and seized a large amount of sheep and goats in the village of Dioboro (Bankass, Mopti).",0,,1653327027
MLI6668,15-May-22,2022,1,Political violence,Violence against civilians,Attack,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Gao,Ansongo,Bourra,Lellehoye,15.5557,0.4944,1,Undisclosed Source,Local partner-Other,"On 15 May 2022, GATIA militiamen killed six Fulani men in the village of Lelehoy (Ansongo, Gao).",6,,1663034108
